0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
20,47,26,53,55,15,4,11,36,18,10,6,42,12,50,17,61,21,23,22,25,34,40,58,32,54,5,45,57,19,62,60,49,1,56,0,29,46,59,24,30,35,14,37,44,63,13,16,33,51,48,38,27,2,31,39,8,41,28,3,43,9,7,52
63,23,31,30,55,56,33,21,52,26,10,1,28,32,24,44,11,62,42,18,46,57,19,12,16,58,37,47,38,36,53,40,17,29,15,27,43,8,13,7,41,51,61,59,2,5,3,6,39,49,60,4,0,25,45,50,48,9,22,35,54,20,34,14
27,18,56,22,60,26,48,53,21,5,46,54,31,17,1,49,6,39,33,61,47,4,13,37,8,62,58,29,45,12,50,40,57,42,44,34,32,35,10,38,20,9,63,28,3,19,11,51,24,52,43,0,14,23,55,15,25,41,2,16,59,30,36,7
36,45,10,44,27,8,9,42,43,32,51,57,49,61,29,30,1,50,12,20,17,34,55,3,2,58,54,14,16,40,28,53,31,26,35,25,56,11,33,62,52,19,13,48,63,41,5,15,0,38,18,24,7,60,4,22,39,47,46,6,21,59,23,37
4,33,53,63,48,2,35,5,12,14,21,20,42,36,7,58,24,50,51,0,46,9,30,26,40,19,59,25,3,45,56,18,62,37,60,11,6,61,32,39,29,47,34,16,27,23,52,13,57,54,22,8,38,43,17,31,44,41,15,55,28,49,1,10
14,41,57,52,33,16,19,48,39,38,45,23,63,1,40,54,12,53,35,60,34,56,37,21,50,6,18,25,22,24,4,13,59,3,26,7,49,8,61,31,17,15,2,44,46,0,10,11,5,27,51,42,9,30,62,32,20,55,28,58,43,47,29,36
6,31,59,52,8,28,54,29,62,27,2,14,3,20,4,16,13,38,21,32,57,15,23,43,49,46,22,53,61,40,1,37,50,19,41,45,35,63,47,9,56,51,11,7,42,5,34,12,18,33,58,0,36,44,55,30,39,24,60,25,48,26,17,10
31,4,63,61,58,11,14,8,28,55,34,1,48,15,27,23,9,2,19,57,46,38,22,54,10,60,12,6,20,26,35,30,50,0,17,29,7,13,33,24,41,25,40,43,49,5,52,53,3,37,16,39,45,42,59,32,36,44,47,62,21,56,18,51
53,52,0,2,27,13,31,42,12,10,40,9,32,3,57,16,22,47,62,7,60,25,44,19,36,15,37,43,59,20,5,55,50,6,11,26,17,23,46,29,14,21,28,35,38,51,34,48,41,56,1,63,49,30,33,18,39,24,45,58,54,61,4,8
47,29,53,59,33,39,45,6,28,44,18,1,14,35,21,54,17,34,15,23,12,57,9,20,0,41,42,26,25,30,7,3,52,58,62,5,46,60,38,31,13,48,4,32,56,40,8,36,24,51,11,10,63,37,49,61,19,55,50,22,2,27,43,16
32,17,62,29,49,34,10,42,16,3,57,18,15,25,39,5,22,31,23,9,35,41,7,40,21,61,55,37,52,53,54,47,8,19,33,2,38,6,58,51,59,63,36,46,11,60,30,0,24,44,50,48,26,1,28,27,56,20,4,14,45,13,43,12
2,27,8,56,51,24,29,54,50,38,42,44,33,31,61,28,48,53,34,19,12,13,3,37,21,39,57,30,43,1,6,58,5,22,26,46,55,47,63,40,14,49,35,52,15,18,41,16,0,17,23,60,4,36,45,11,10,20,9,7,62,32,25,59
27,20,35,23,18,60,8,15,7,58,62,34,16,13,4,14,54,28,19,41,5,36,43,44,29,1,56,37,38,59,31,47,17,6,42,11,40,33,49,21,9,24,53,26,3,57,25,12,52,30,0,48,61,63,2,10,51,50,32,22,45,46,39,55
59,11,27,16,55,30,29,44,49,25,39,1,43,28,24,0,57,3,56,36,32,17,19,41,33,18,6,37,13,42,31,35,26,60,50,9,47,34,51,63,22,5,10,45,4,12,58,38,52,40,2,15,54,46,20,21,53,8,48,61,23,62,7,14
54,35,31,17,7,45,11,9,44,33,28,26,51,63,53,10,21,36,6,37,4,48,13,41,5,56,32,2,49,27,24,42,47,39,16,52,14,25,29,58,12,15,62,57,40,59,3,20,30,18,0,22,55,8,43,19,60,38,23,61,1,50,34,46
55,48,7,0,32,20,35,31,4,41,54,19,51,8,39,42,23,40,26,33,60,2,45,56,5,44,59,30,24,28,21,47,22,57,53,6,25,38,37,62,58,18,14,49,10,11,27,36,15,9,46,63,13,17,43,50,3,61,16,1,29,34,52,12
27,61,24,58,46,63,60,10,53,1,0,43,16,31,39,48,51,28,22,7,35,38,41,54,62,20,36,56,29,12,57,32,25,18,47,19,6,8,59,17,26,23,42,52,34,3,55,9,44,4,49,15,50,40,5,30,14,37,11,13,45,2,21,33
55,20,6,49,43,3,22,30,11,1,50,51,42,62,35,40,60,54,15,4,27,63,9,47,28,61,56,57,29,10,19,7,5,31,46,16,53,26,59,44,48,45,37,13,58,25,24,0,38,14,33,17,36,52,8,32,23,18,12,34,21,41,2,39
5,15,20,59,36,31,14,4,33,44,0,23,61,11,28,57,1,30,12,48,38,46,19,60,3,10,40,25,34,45,53,58,22,42,37,49,7,27,43,51,9,47,18,29,26,35,2,21,54,13,56,16,17,52,62,32,55,63,50,6,8,24,39,41
22,36,59,32,44,39,18,45,37,9,33,55,17,49,40,29,23,26,42,43,11,62,8,53,60,41,46,63,24,3,58,12,54,56,25,7,27,16,2,31,21,47,51,4,5,35,14,38,20,57,48,13,1,34,19,28,10,6,15,0,52,50,61,30
43,42,12,45,56,49,7,13,59,27,18,4,61,62,34,37,17,24,55,60,36,58,11,19,30,63,32,52,54,29,25,6,15,57,22,5,31,47,28,8,40,14,39,53,44,2,21,10,20,9,50,35,16,51,48,0,38,46,1,33,26,41,23,3
60,43,46,14,6,34,11,26,45,22,33,12,10,54,4,40,37,5,23,3,28,30,49,1,57,19,16,47,58,15,27,7,18,42,63,38,53,24,20,31,59,50,44,25,39,55,41,9,56,2,0,61,8,29,21,17,52,62,48,13,32,36,51,35
23,27,2,53,14,39,62,48,44,51,6,29,35,0,47,17,40,46,28,30,34,60,26,54,56,3,5,8,37,38,41,13,33,61,31,9,49,20,32,59,1,52,25,22,63,7,58,11,12,50,4,18,15,57,43,16,36,42,10,45,55,21,24,19
2,46,59,8,41,21,9,28,4,37,34,61,29,54,11,19,3,35,14,42,58,30,56,16,7,44,12,18,52,6,45,60,49,31,39,62,23,26,1,15,5,47,55,33,51,36,10,13,25,57,38,53,24,40,22,0,50,43,27,48,20,63,32,17
12,36,30,48,18,21,24,39,43,59,44,27,8,35,26,47,38,61,1,11,49,0,33,13,42,16,23,41,32,63,37,17,20,56,15,57,4,7,51,53,45,25,55,10,52,22,14,6,3,9,28,50,58,5,54,62,34,46,60,19,2,40,29,31
1,27,54,46,52,61,32,49,23,18,55,56,35,59,8,21,26,39,25,47,53,37,30,19,42,28,40,14,31,63,38,62,5,33,44,36,51,4,16,6,7,11,13,58,45,3,15,9,0,41,57,2,12,29,34,43,20,48,10,60,22,50,24,17
54,37,34,31,39,48,28,14,62,12,26,61,22,50,20,53,55,17,27,18,60,58,24,44,23,6,51,25,2,59,36,15,56,63,4,43,38,32,10,3,16,35,45,9,40,21,30,0,5,33,47,42,29,8,52,49,46,57,41,11,7,1,13,19
10,32,0,16,39,19,55,11,4,38,54,44,13,34,22,42,45,28,46,57,61,60,51,17,18,37,1,62,27,41,35,9,48,52,25,26,43,5,58,47,29,15,8,53,31,20,49,23,50,14,40,56,36,2,59,63,33,6,7,3,30,12,24,21
10,44,56,31,40,16,54,55,0,25,53,14,20,63,43,3,41,32,24,4,22,60,8,1,15,30,7,2,38,28,29,13,26,34,27,36,59,11,62,48,35,45,9,33,19,6,50,49,51,61,46,42,23,57,18,17,39,12,37,21,52,47,58,5
14,57,61,59,1,31,10,24,33,16,54,18,7,49,44,5,4,9,42,28,17,48,20,56,45,40,36,35,41,3,12,21,62,0,26,46,2,30,43,58,6,23,22,53,32,34,37,25,11,8,38,15,39,27,29,60,13,63,51,50,55,47,52,19
37,9,62,22,1,55,47,54,32,34,45,10,5,53,46,30,21,38,41,49,36,33,44,12,6,2,42,39,8,29,63,31,14,23,11,4,60,7,18,52,43,27,59,50,26,17,20,13,24,25,57,56,58,28,16,61,0,48,51,19,35,15,40,3
3,43,24,57,56,41,1,51,28,23,54,7,5,10,20,2,22,46,12,8,29,34,48,32,47,17,59,50,4,44,45,30,16,18,13,42,58,9,36,55,53,26,31,38,37,27,0,61,40,21,15,52,33,63,39,62,49,6,35,19,25,60,11,14
16,49,59,37,6,54,58,33,20,48,40,50,2,55,36,8,30,14,11,45,53,28,0,52,41,5,7,34,35,38,1,10,46,17,13,42,43,44,39,56,18,9,21,12,57,32,47,51,62,31,3,63,26,61,4,29,22,27,23,60,15,24,19,25
16,54,34,59,12,58,61,21,31,47,51,37,36,38,23,7,11,29,44,63,52,1,19,5,35,40,17,14,42,13,30,8,57,0,41,56,62,10,28,20,15,27,22,4,60,2,49,48,3,18,46,43,9,33,32,50,25,45,24,53,39,6,55,26
15,42,59,14,39,6,30,31,13,33,29,36,18,24,17,27,38,34,35,7,52,48,63,23,20,56,45,43,5,28,41,3,22,0,53,61,12,44,46,60,1,55,10,54,8,47,51,50,2,32,11,21,62,9,57,4,25,49,26,40,37,19,16,58
5,34,51,1,36,54,31,52,13,46,47,50,6,48,23,19,12,30,27,58,53,35,24,26,42,63,28,0,7,16,21,17,37,38,62,56,45,41,57,60,11,61,15,59,4,10,2,9,33,14,22,18,8,49,39,32,40,20,29,55,25,44,43,3
29,50,56,10,47,31,63,45,1,39,26,30,8,9,58,38,37,51,54,23,25,17,35,49,33,44,60,12,5,55,18,0,7,62,13,21,2,6,43,34,11,59,61,27,24,4,52,53,14,3,19,42,22,15,40,46,32,16,41,57,20,36,28,48
0,30,37,45,46,36,13,55,48,35,50,51,47,33,15,61,24,34,44,41,31,6,17,1,53,12,42,4,49,38,7,63,25,5,60,29,22,8,52,59,39,57,62,10,11,18,28,32,9,43,20,40,3,19,56,23,54,27,16,26,2,21,14,58
59,45,11,21,1,33,8,20,36,40,9,12,43,31,4,24,5,48,6,62,53,13,41,39,15,57,42,14,23,10,28,54,50,47,56,3,17,19,34,0,55,49,32,51,63,16,58,27,2,25,37,35,44,22,46,7,61,30,60,52,18,38,26,29
51,9,50,44,41,10,52,22,60,31,20,7,0,61,25,32,58,12,18,6,55,3,37,23,21,27,53,35,24,40,29,57,34,63,36,39,38,15,16,59,62,47,17,56,28,11,42,45,14,48,19,26,33,1,54,13,4,30,8,49,46,43,5,2
5,19,12,9,1,21,52,39,33,57,13,46,56,2,20,50,58,36,0,61,22,7,49,10,23,8,16,41,48,45,59,55,3,54,27,18,32,26,42,51,4,34,38,44,11,17,24,28,37,53,40,6,47,14,30,62,25,31,43,29,35,60,63,15
63,2,11,19,27,24,47,20,53,26,17,4,42,16,5,7,25,41,32,58,0,59,35,21,18,50,13,37,12,33,56,39,14,1,28,38,62,60,36,49,55,46,45,9,51,44,54,15,31,10,57,8,40,48,23,29,61,6,22,34,3,30,52,43
53,62,3,51,60,20,7,54,1,34,42,6,30,32,14,37,11,21,57,0,26,24,41,10,44,27,29,50,63,5,33,31,19,25,4,52,36,61,23,9,12,40,47,39,16,59,18,15,49,43,46,48,58,2,35,55,22,28,17,45,8,13,56,38
24,56,5,4,53,36,48,3,31,37,28,58,45,7,39,49,52,40,50,42,17,8,21,60,55,11,34,57,6,2,1,44,32,59,12,27,25,35,14,18,33,62,30,0,41,43,46,9,20,15,10,51,63,26,54,19,29,47,38,22,61,16,23,13
47,49,23,9,53,32,28,29,58,56,43,25,21,3,33,17,44,38,55,63,26,22,59,14,1,8,31,42,24,11,6,60,27,45,4,13,62,20,40,15,5,50,2,7,52,54,35,10,12,30,16,61,39,48,34,46,57,36,41,18,19,51,37,0
37,12,23,34,24,44,21,16,61,48,0,51,28,59,52,60,20,42,36,2,53,8,31,62,39,7,11,33,56,1,38,40,46,41,32,29,13,17,55,25,50,19,26,18,10,4,5,45,15,14,27,54,35,63,43,58,57,30,6,22,49,47,3,9
48,38,36,20,6,62,22,29,59,25,42,23,33,2,35,57,34,11,49,40,24,10,15,61,51,17,53,37,44,58,18,8,60,41,50,5,32,19,39,21,55,7,4,47,3,13,52,56,27,16,9,28,0,1,30,43,45,26,54,63,46,12,14,31
43,17,42,26,18,15,60,39,20,13,8,49,62,47,19,2,50,11,45,61,37,3,21,10,14,34,41,5,7,55,54,16,29,31,53,38,52,59,40,48,35,12,9,63,58,22,32,24,25,27,23,36,33,4,0,30,57,1,44,51,56,28,6,46
16,19,7,27,12,58,61,43,2,48,32,44,53,47,9,3,1,40,35,52,45,0,10,25,29,57,39,31,13,51,54,62,21,56,42,28,22,37,24,4,46,59,14,8,5,17,6,33,38,26,50,63,20,36,30,55,41,18,15,60,49,11,34,23
56,40,49,19,42,17,9,62,36,14,58,55,0,4,53,31,23,51,15,48,50,29,2,24,11,57,52,13,10,25,20,6,41,34,39,46,44,22,16,38,5,1,30,47,3,26,32,61,45,21,33,28,27,8,12,59,43,37,18,63,60,35,54,7
53,19,37,28,0,25,16,48,55,7,4,47,21,8,63,11,31,17,29,38,2,34,51,60,15,62,10,3,33,27,14,5,58,54,42,59,46,45,35,23,24,56,39,41,57,12,61,26,49,36,22,44,40,50,9,6,1,18,30,32,13,20,52,43
40,8,17,45,39,58,53,23,25,55,32,26,16,59,57,28,9,1,50,38,29,60,36,13,52,33,20,6,21,56,47,19,63,0,2,15,27,51,14,18,24,10,35,3,43,7,11,30,49,48,37,44,46,4,41,54,12,62,5,22,31,42,61,34
38,61,52,43,13,41,20,48,5,56,16,44,55,49,23,30,33,50,51,31,59,58,24,17,32,19,15,60,27,37,46,63,3,10,1,34,18,25,0,28,14,62,11,21,53,42,47,36,45,6,9,12,35,7,57,29,2,39,4,8,54,22,26,40
37,11,59,9,39,61,45,2,62,0,1,38,50,32,18,33,46,8,55,44,48,17,12,51,36,31,14,28,20,10,52,4,27,23,63,57,60,35,58,26,5,21,49,6,30,24,19,42,56,53,34,16,43,47,40,41,15,13,22,25,3,29,7,54
27,45,31,13,52,1,2,28,14,29,7,50,3,4,26,62,59,36,24,22,43,57,46,42,12,37,11,25,19,39,41,58,23,5,60,6,49,35,53,18,40,54,38,17,48,63,9,0,30,10,61,56,33,8,47,55,15,32,16,44,20,51,34,21
25,40,0,14,12,5,21,54,20,16,48,3,41,61,35,18,36,34,59,57,49,42,37,2,62,39,1,50,24,51,58,22,56,43,27,38,8,11,28,29,26,15,19,17,45,33,13,52,9,4,53,46,47,32,63,60,30,23,31,7,44,55,10,6
28,23,29,27,63,11,24,37,48,4,30,34,33,14,22,40,8,51,56,61,15,17,36,54,32,18,58,12,1,53,0,60,3,35,39,16,7,5,38,31,2,20,55,47,62,52,19,49,13,59,57,44,25,43,46,50,9,42,6,41,21,45,10,26
38,52,13,28,41,34,6,22,48,23,49,0,29,35,59,30,60,33,42,45,12,39,9,15,18,55,61,46,8,19,21,63,50,58,53,44,62,32,16,26,31,25,47,27,3,14,43,2,11,54,57,17,36,40,5,37,10,1,51,7,24,4,20,56
46,34,47,14,52,15,36,62,6,48,63,53,11,16,37,57,3,49,17,18,28,1,56,13,60,23,30,42,38,21,43,41,58,25,27,8,29,22,54,4,0,51,40,26,33,2,12,9,61,10,5,55,39,50,32,31,45,24,19,7,59,44,20,35
8,38,61,10,51,42,39,16,4,46,18,37,13,3,31,45,1,21,44,29,47,2,11,59,15,52,53,32,26,0,27,60,41,17,30,35,6,20,55,40,5,22,12,34,58,14,57,63,50,28,62,7,43,48,49,54,9,56,25,33,36,23,24,19
29,27,38,30,20,16,48,17,45,19,8,52,12,14,10,46,7,42,36,35,57,59,22,61,58,37,51,49,4,24,26,18,41,43,3,28,40,1,2,6,23,21,53,13,47,31,44,55,25,50,9,60,62,34,5,54,39,11,56,63,32,15,0,33
47,14,57,23,37,27,52,32,29,11,19,55,54,59,61,0,21,24,31,6,42,58,15,25,17,35,33,60,62,18,22,39,20,48,38,49,53,3,36,7,56,44,10,50,45,46,40,41,16,4,1,51,8,26,63,9,2,30,34,5,43,28,13,12
33,62,28,4,30,58,60,15,8,57,16,2,36,35,9,23,0,25,34,32,12,5,10,63,55,14,52,59,6,7,13,53,24,38,1,21,40,56,31,51,18,48,46,22,47,54,19,44,45,17,41,20,3,29,11,39,43,61,27,37,50,26,42,49
44,26,52,27,49,43,19,12,15,28,11,16,59,20,29,8,41,48,0,5,17,47,46,42,24,54,57,38,7,31,3,63,18,6,45,61,50,32,1,14,39,13,25,55,53,51,4,10,9,34,22,35,60,62,30,40,37,36,2,23,33,56,58,21
51,10,40,58,46,21,33,42,37,63,43,28,45,2,12,1,30,22,35,16,11,26,41,5,8,13,56,23,19,3,50,20,48,38,4,59,0,47,9,55,61,62,39,6,24,49,18,32,60,36,52,34,44,53,7,29,27,31,17,57,54,14,15,25
44,17,57,61,39,29,13,10,40,59,8,31,4,35,2,7,28,22,60,36,20,33,62,23,26,56,6,24,18,43,15,9,46,16,50,3,58,32,25,48,45,37,55,38,34,11,14,63,41,5,21,52,30,47,51,53,54,12,42,19,27,1,49,0
9,16,62,30,15,48,49,17,47,40,18,28,35,12,23,38,14,39,6,5,4,11,10,0,21,27,37,3,56,44,60,45,20,52,53,43,13,59,32,51,54,22,31,42,57,61,25,50,55,24,34,19,41,58,29,46,2,8,33,26,36,1,63,7
57,21,31,25,52,61,32,4,37,48,3,26,39,19,10,7,63,45,18,51,15,11,42,28,36,30,0,22,59,16,50,5,47,23,13,34,46,20,35,2,62,1,8,29,24,9,55,33,12,56,6,38,27,60,49,40,43,53,54,14,17,41,58,44
47,9,52,15,11,17,31,57,16,40,44,58,1,56,13,25,39,4,41,37,28,18,20,29,35,60,46,19,8,48,42,5,27,30,21,32,3,36,55,62,22,50,14,10,49,24,33,43,63,0,38,61,6,53,23,12,34,45,54,26,7,2,59,51
29,41,21,12,3,42,61,4,10,51,27,31,36,11,60,33,38,0,34,56,57,1,9,28,22,32,26,63,30,23,6,19,8,5,49,14,20,44,2,7,40,53,39,52,13,62,55,48,45,43,24,46,18,37,16,25,58,35,15,47,54,17,50,59
3,0,59,54,51,47,62,48,1,15,28,40,6,29,19,53,22,26,4,52,31,50,33,32,35,39,49,38,27,24,21,60,45,46,13,9,63,25,18,16,34,61,41,42,56,11,57,43,55,8,14,30,36,10,5,2,20,7,23,44,37,58,17,12
31,7,35,17,47,58,37,13,8,19,12,30,63,56,16,15,59,23,10,60,1,43,50,25,18,57,5,55,54,11,22,33,62,48,41,39,49,38,34,4,14,53,46,32,3,2,52,36,42,27,45,29,21,20,0,28,44,40,61,9,6,51,24,26
57,46,61,12,6,42,51,47,0,3,59,29,32,30,36,56,48,31,44,28,37,45,11,18,16,58,7,19,38,55,24,22,27,50,49,5,33,39,35,20,62,13,9,63,43,52,8,15,41,4,23,21,54,10,34,40,60,1,26,25,2,14,53,17
48,9,34,0,19,60,1,17,41,11,32,18,36,7,63,14,23,21,35,51,55,57,6,10,26,25,16,58,61,8,62,31,27,12,15,33,46,53,50,24,2,3,42,30,44,40,39,22,43,29,52,20,13,28,47,4,38,49,45,54,5,37,56,59
57,55,6,46,63,20,54,22,24,16,47,29,9,19,58,59,8,31,2,42,40,50,48,61,10,26,37,17,33,23,38,21,56,62,3,36,13,12,41,14,27,39,34,4,44,0,11,43,15,7,53,5,35,49,52,32,51,60,28,18,45,30,1,25
4,21,10,3,28,61,63,60,55,1,9,14,59,53,34,29,24,17,8,22,38,42,7,20,43,26,50,31,6,30,0,54,58,19,48,36,16,62,32,2,44,33,13,41,56,37,15,12,47,46,40,25,51,18,39,35,23,57,5,45,11,27,49,52
49,37,14,33,11,56,10,40,36,29,32,6,2,19,0,1,7,50,34,42,46,16,9,47,45,38,55,25,12,21,27,30,23,5,8,41,44,35,51,28,4,63,59,15,43,58,39,52,57,48,3,54,53,60,22,24,20,26,13,31,18,17,62,61
59,39,35,28,7,36,22,56,45,58,10,53,21,3,37,40,4,1,23,48,52,63,33,55,50,54,18,0,9,47,13,38,25,8,5,16,32,19,31,14,20,62,42,46,41,24,17,57,51,34,6,11,12,61,49,29,15,2,60,26,27,30,44,43
34,56,28,9,57,21,0,38,46,5,29,30,2,8,17,1,44,11,14,12,27,47,25,7,22,18,63,49,55,48,36,10,3,45,35,60,19,32,54,62,16,52,20,24,40,13,51,4,6,59,61,37,31,23,26,33,43,41,42,39,15,50,53,58
22,13,45,42,37,3,25,35,58,50,32,52,11,17,43,55,26,41,4,48,5,63,7,44,18,2,1,46,39,19,24,40,21,57,31,0,61,9,10,33,15,16,30,47,27,36,53,28,8,38,49,6,34,29,56,54,62,51,23,20,59,14,60,12
24,35,19,37,17,44,11,56,59,42,47,46,27,43,34,61,60,52,14,55,49,2,53,26,16,13,21,48,51,28,8,63,54,39,29,3,25,32,6,50,57,9,38,18,7,30,22,23,41,58,5,0,10,40,33,20,36,12,31,45,1,62,15,4
38,4,34,28,22,41,20,30,40,52,29,3,7,17,15,12,18,54,10,1,32,14,63,59,42,57,31,46,2,48,11,5,53,60,55,19,62,25,61,23,13,47,45,27,35,50,36,58,6,44,9,33,16,8,51,43,56,37,24,0,49,26,39,21
26,55,36,7,13,1,32,50,49,48,15,63,60,59,23,6,10,12,16,56,21,5,52,62,40,34,2,20,8,46,61,19,9,38,28,57,17,30,37,58,53,22,44,24,4,0,42,54,14,11,18,45,43,33,51,47,41,39,27,25,35,31,3,29
49,45,51,38,50,8,23,35,2,21,46,6,17,18,54,43,16,40,13,42,24,33,25,4,7,5,59,48,47,12,32,3,44,22,58,37,29,56,57,41,20,19,60,30,53,34,63,15,10,9,31,62,52,55,39,28,36,11,27,14,0,1,26,61
46,56,38,4,41,29,49,40,3,45,11,36,25,61,54,34,14,21,2,50,44,5,35,19,7,13,26,51,43,63,27,32,10,12,9,24,20,33,48,17,37,52,58,55,0,15,23,31,28,62,60,59,6,16,1,47,39,8,22,18,53,30,42,57
26,32,14,57,20,7,6,24,23,35,49,22,11,54,61,31,29,39,60,19,37,53,4,36,28,55,42,34,63,16,3,38,13,58,17,9,50,40,27,1,59,5,18,45,10,0,2,33,48,41,47,30,15,25,12,21,8,62,51,52,46,43,44,56
20,61,26,6,39,8,53,14,5,13,31,16,29,36,18,43,17,47,44,19,33,4,24,56,9,23,46,10,50,30,42,40,60,57,38,58,1,52,48,27,37,62,7,63,34,0,11,54,35,49,55,25,15,45,22,59,2,51,41,28,21,12,3,32
5,22,56,51,21,13,4,7,48,36,30,2,19,28,32,17,29,44,9,53,58,8,38,41,20,37,12,18,57,42,47,31,55,3,33,24,27,23,63,1,25,49,16,61,0,52,60,15,34,26,46,40,11,10,50,43,54,14,35,6,45,39,59,62
39,4,21,61,17,52,18,25,40,3,41,47,58,42,48,46,6,53,54,13,7,50,51,34,28,63,27,36,60,11,9,55,19,30,5,24,20,12,1,32,22,8,43,26,57,49,38,59,33,62,23,45,15,56,35,14,2,37,29,16,0,44,10,31
2,15,59,36,14,38,46,53,30,21,18,54,6,26,32,13,16,1,17,45,8,11,57,3,25,29,33,62,58,48,12,9,31,63,20,5,50,49,60,34,28,55,37,19,35,56,47,23,52,24,22,27,40,4,41,0,44,39,43,10,61,7,42,51
3,56,63,47,54,42,49,59,35,58,44,34,10,17,23,11,28,29,33,20,48,14,32,0,7,18,15,16,41,27,8,26,50,62,6,52,61,13,2,55,36,51,45,39,12,60,1,43,25,57,30,21,37,4,9,53,40,24,46,22,31,38,5,19
40,29,4,37,6,41,14,16,17,53,49,62,11,1,27,63,34,57,8,58,20,36,2,50,47,51,55,45,12,59,31,60,10,18,24,44,48,7,3,46,32,38,42,56,35,43,28,54,23,21,22,61,9,0,25,39,26,52,19,33,15,13,30,5
50,26,39,40,5,58,46,34,32,31,19,15,45,53,22,55,33,47,52,20,23,30,35,9,25,62,3,56,61,41,37,57,49,48,18,0,2,13,60,27,24,14,16,43,28,42,12,7,44,54,1,8,51,10,6,21,17,38,29,4,36,59,63,11
1,37,20,48,16,58,41,59,36,3,31,24,12,2,0,38,35,6,63,43,42,14,7,30,5,25,34,27,51,40,4,18,45,15,46,60,29,22,33,8,11,49,19,32,47,62,9,54,44,56,10,21,13,26,53,50,61,55,57,39,52,23,17,28
63,53,37,41,49,14,28,27,1,9,62,26,22,2,55,59,3,6,24,48,36,15,35,17,52,23,4,8,47,42,32,13,58,45,61,12,30,38,40,57,46,19,5,11,0,54,29,34,25,51,60,56,7,31,50,39,18,16,43,21,44,20,33,10
1,31,8,49,3,60,27,29,52,46,54,51,55,9,16,5,44,47,34,50,24,63,32,11,38,21,59,48,61,39,13,58,4,53,40,20,0,14,28,37,62,10,41,12,57,36,30,56,33,43,23,22,26,17,42,35,18,19,2,15,45,6,7,25
51,49,50,33,27,26,14,24,8,55,39,42,19,9,47,48,12,56,11,46,31,61,62,7,44,40,57,53,30,45,6,59,63,32,1,34,22,13,38,41,15,28,52,0,23,60,17,25,2,54,10,4,58,36,18,35,5,37,43,20,21,16,29,3
29,61,7,35,8,18,49,57,9,15,2,17,1,58,24,22,52,43,56,40,16,37,0,19,42,25,5,23,44,46,54,39,21,45,11,51,6,13,59,14,28,62,55,36,33,60,26,41,53,47,3,38,31,48,12,4,34,30,10,32,27,63,50,20
19,50,46,13,34,0,27,12,49,33,21,54,38,47,37,53,31,43,51,45,42,16,1,7,26,35,14,18,62,11,55,58,52,24,9,39,23,40,3,60,20,57,63,44,30,6,10,32,8,29,28,36,4,15,61,22,25,56,41,17,48,59,2,5
12,25,31,58,35,32,48,33,18,17,8,34,39,40,59,1,55,0,29,28,43,3,13,27,30,21,9,50,44,4,16,41,42,47,63,11,7,6,45,2,5,14,19,57,22,26,24,62,37,36,10,61,52,51,20,38,54,56,60,15,49,23,46,53
41,46,42,0,60,17,16,34,53,40,43,12,61,3,28,21,14,29,4,13,32,7,15,19,54,26,48,11,57,36,38,50,1,22,9,20,18,55,52,39,58,33,59,35,27,49,51,56,44,62,10,31,37,23,30,47,8,5,2,25,6,45,24,63
7,45,36,50,49,31,35,44,42,58,56,24,57,53,9,0,34,47,14,52,3,13,22,4,32,28,18,54,23,39,17,63,11,38,55,2,16,19,8,27,5,62,51,10,15,61,1,37,29,60,30,40,6,46,43,59,33,25,21,41,26,20,48,12
30,49,32,47,41,55,15,56,29,2,58,36,50,5,43,27,8,24,61,0,11,25,23,57,28,48,45,19,33,52,62,9,37,42,40,54,4,10,44,14,38,3,21,13,1,7,31,51,18,26,20,6,35,16,59,53,12,60,39,17,34,22,63,46
15,14,10,57,29,11,51,0,54,4,24,3,35,60,50,40,43,55,20,38,2,25,56,48,17,27,7,63,26,39,62,8,46,45,47,22,44,30,32,53,61,52,18,31,23,9,49,58,37,19,33,1,16,59,34,28,12,6,5,13,42,21,36,41
41,51,25,34,1,29,21,17,50,15,2,16,18,39,30,6,38,37,49,57,0,36,20,60,42,12,14,23,47,5,33,27,59,10,53,52,44,3,62,13,24,35,43,19,63,26,8,4,11,45,40,55,54,56,31,32,28,22,7,58,9,46,61,48
33,39,16,41,14,27,60,20,58,52,49,42,22,36,38,46,31,12,13,59,28,54,11,3,2,10,5,53,44,32,56,8,6,23,62,47,21,0,15,1,18,37,24,57,61,26,45,9,50,30,51,19,63,55,25,4,17,35,40,29,43,7,34,48
9,38,29,44,24,12,47,32,54,60,3,45,14,52,4,19,41,42,50,39,36,35,51,6,21,7,30,46,20,58,62,26,5,8,48,2,17,0,63,33,37,56,53,1,11,61,28,15,16,22,13,59,25,31,10,27,23,55,43,34,40,18,49,57
52,40,53,58,60,55,51,24,41,19,34,30,56,21,13,1,50,48,6,4,46,7,44,18,42,25,57,27,61,32,28,11,9,8,38,62,17,45,23,16,35,12,31,29,47,10,39,3,20,15,43,63,49,22,2,0,14,54,33,26,37,36,59,5
